,text
1863,[]
1864,"['sauttaram', 'cittam', 'state', 'consciousness', 'mental', 'state', 'superior', 'refers', 'conscious', 'state', 'belonging', 'plane', 'senseexperience']"
1865,[]
1866,"['anuttaram', 'cittam', 'state', 'consciousness', 'mental', 'state', 'superior', 'refers', 'conscious', 'state', 'belonging', 'sensuousethereal', 'rupavacara', 'purely', 'ethereal', 'arupavacara', 'plane']"
1867,[]
1868,"['samahitam', 'cittam', 'quieted', 'state', 'consciousness', 'refers', 'conscious', 'state', 'partial', 'absorption']"
1869,[]
1870,"['asamahitam', 'cittam', 'state', 'consciousness', 'quieted', 'refers', 'conscious', 'state', 'absorption']"
1871,[]
1872,"['vimuttam', 'cittam', 'freed', 'state', 'consciousness', 'refers', 'conscious', 'state', 'emancipated', 'partially', 'defilements', 'systematic', 'radical', 'reflection', 'conscious', 'state', 'emancipated', 'suppression', 'defilements', 'absorption', 'kinds', 'emancipation', 'temporary']"
1873,[]
1874,"['avimuttam', 'cittam', 'unfreed', 'state', 'consciousness', 'refers', 'conscious', 'state', 'kind', 'temporary', 'emancipation']"
1875,[]
1876,"['mundane', 'path', 'lokiya', 'magga', 'beginner', 'place', 'supramundane', 'kinds', 'emancipation', 'extirpation', 'samuccheda', 'stilling', 'patipassaddha', 'final', 'release', 'nissarana']"
1877,[]
1878,"['iti', 'ajjhattam', 'internally', 'bhikkhu', 'lives', 'contemplating', 'consciousness', 'consciousness', 'laying', 'hold', 'consciousness', 'lust', 'forth', 'states', 'consciousness', 'proceed', 'flux', 'anothers', 'flux', 'laying', 'hold', 'conscious', 'states', 'time', 'proceed', 'flux', 'time', 'proceed', 'anothers', 'flux']"
1879,[]
1880,"['samudayavayadhammanupassi', 'contemplating', 'originationanddissolutionthings', 'arising', 'aggregate', 'consciousness', 'explained', 'pointing', 'origination', 'consciousness', 'origination', 'ignorance', 'forth', 'ways', 'according', 'method', 'shown', 'section', 'modes', 'deportment', 'passing', 'away', 'consciousness', 'explained', 'way', 'shown', 'section', 'modes', 'deportment']"
1881,[]
1882,"['new', 'method', 'explanation', 'mindfulness', 'lays', 'hold', 'consciousness', 'truth', 'suffering', 'portal', 'deliverance', 'arahantship', 'bhikkhu', 'lays', 'hold', 'consciousness', 'subject', 'meditation', 'ought', 'understood']"
1883,[]
1884,"['consciousness', 'lust', 'lust', 'occurs', 'mental', 'concomitant', 'arising', 'passing', 'away', 'conscious', 'state', 'sharing', 'conscious', 'state', 'object', 'basis', 'consciousness', 'sense', 'conscious', 'state', 'wellknit', 'lust', 'speaks', 'consciousness', 'lust', 'term', 'consciousness', 'lust', 'used', 'contrary', 'term', 'consciousness', 'lust', 'contradictory', 'clear', 'know', 'work', 'contemplation', 'mind', 'consists', 'laying', 'hold', 'things', 'planes', 'cosmic', 'existence', 'purpose', 'developing', 'conviction', 'based', 'insight', 'regard', 'cosmic', 'impermanence', 'cosmic', 'suffering', 'cosmic', 'insubstantiality', 'stage', 'mundane', 'thought', 'said', 'latency', 'lust', 'destroyed', 'term', 'consciousness', 'lust', 'indicates', 'relatively', 'lustfree', 'conscious', 'state']"
1885,[]
1886,"['grouping', 'conscious', 'states', 'said', 'questioned', 'instance', 'states', 'consciousness', 'hate', 'just', 'absence', 'lust', 'states', 'wellknit', 'lust', 'trace', 'lust', 'functioning', 'distant', 'condition', 'mans', 'lust', 'woman', 'produces', 'hate', 'stands', 'possession', 'enjoyment', 'object', 'lust', 'trace', 'lust', 'conscious', 'states', 'hate', 'seven', 'states', 'consciousness', 'lust', 'commentator', 'said', 'remaining', 'karmically', 'bad', 'states', 'associate', 'consciousness', 'lust', 'lust', 'wanted', 'just', 'separate', 'pair', 'known', 'phrases', 'lust', 'lust', 'fall', 'partial', 'knowledge', 'included', 'pairs', 'lust', 'pair']"
1887,[]
1888,"['consciousness', 'ignorance', 'twofold', 'accompanied', 'doubt', 'agitation']"
1889,[]
1890,"['consciousness', 'forms', 'fit', 'called', 'delusion', 'way', 'particularity', 'owing', 'excessive', 'observation', 'special', 'endowment', 'ignorance', 'forms', 'linked', 'doubt', 'linked', 'agitation', 'outstanding', 'manner', 'ignorance']"
1891,[]
1892,"['reason', 'mind', 'proceeding', 'slackly', 'shrivelled', 'state', 'owing', 'want', 'object', 'displeasure', 'shrunken', 'state', 'consciousness', 'applicable', 'karmically', 'unwholesome', 'sensuous', 'conscious', 'states', 'marked', 'spontaneity']"
1893,[]
1894,"['conscious', 'state', 'associated', 'agitation', 'sense', 'agitation', 'having', 'powerful', 'consciousness']"
1895,[]
1896,"['karmically', 'bad', 'conscious', 'states', 'accompanied', 'agitation']"
1897,[]
1898,"['mental', 'state', 'accompanied', 'agitation', 'called', 'distracted', 'mind', 'spreads', 'outside', 'object', 'way', 'diffused', 'thinking']"
1899,[]
1900,"['ability', 'suppress', 'defilements', 'abundance', 'fruition', 'great', 'length', 'extent', 'series', 'particular', 'courses', 'cognition', 'state', 'consciousness', 'great', 'state', 'consciousness', 'great', 'reason', 'lofty', 'regenerative', 'wish', 'forth']"
1901,[]
1902,"['state', 'consciousness', 'great', 'mind', 'reached', 'ground', 'sensuousethereal', 'purely', 'ethereal', 'planes', 'existence']"
1903,[]
1904,"['cosmos', 'greater', 'sensuousethereal', 'purely', 'ethereal', 'commentator', 'explained', 'consciousness', 'great', 'reference', 'highest', 'planes', 'existence']"
1905,[]
1906,"['state', 'consciousness', 'mental', 'state', 'superior', 'refers', 'consciousness', 'reached', 'highest', 'possible', 'planes', 'attainment', 'cosmic', 'existence', 'consciousness', 'fine', 'state', 'consciousness', 'mental', 'state', 'superior', 'highest', 'planes', 'cosmic', 'existence', 'reached', 'acme', 'fineness', 'mundane', 'states', 'mind']"
1907,"['contemplation', 'mental', 'objects']"
1908,['hindrances']
1909,['sensuality']
1910,[]
1911,"['explaining', 'arousing', 'mindfulness', 'sixteenfold', 'contemplation', 'consciousness', 'master', 'said', 'bhikkhus', 'order', 'expound', 'fivefold', 'contemplation', 'mental', 'objects', 'dhamma', 'things', 'spiritual', 'material']"
1912,[]
1913,"['laying', 'hold', 'pure', 'corporeality', 'materiality', 'taught', 'blessed', 'instruction', 'bodycontemplation', 'instruction', 'contemplation', 'feeling', 'consciousness', 'laying', 'hold', 'purely', 'spiritual', 'order', 'teach', 'laying', 'hold', 'mixture', 'material', 'spiritual', 'said', 'bhikkhus', 'forth', 'contemplation', 'body', 'laying', 'hold', 'aggregate', 'corporeality', 'materiality', 'spoken', 'master', 'contemplation', 'feeling', 'laying', 'hold', 'aggregate', 'feeling', 'contemplation', 'mind', 'laying', 'hold', 'aggregate', 'consciousness', 'order', 'speak', 'laying', 'hold', 'aggregates', 'perception', 'formations', 'said', 'bhikkhus', 'forth']"
1914,[]
1915,"['discourse', 'word', 'santam', 'present', 'means', 'existing', 'way', 'occurrence', 'practice', 'repeated', 'happening', 'asantam', 'present', 'existing', 'way', 'nonoccurrence', 'rejection', 'mind', 'way', 'reflection', 'concentration']"
1916,[]
1917,"['connection', 'hindrances', 'known', 'hindrance', 'sensuality', 'arises', 'wrong', 'reflection', 'object', 'sensuously', 'agreeable', 'pleasant', 'favorable', 'object', 'sensuality', 'itself', 'produces', 'sensuality', 'sensualityobject']"
1918,[]
1919,"['wrong', 'reflection', 'inexpedient', 'reflection', 'reflection', 'wrong', 'track', 'reflection', 'considers', 'impermanent', 'permanent', 'pain', 'pleasure', 'nonsoul', 'soul', 'bad', 'good']"
1920,[]
1921,"['sensedesire', 'arises', 'wrong', 'reflection', 'occurs', 'plentifully', 'sensuously', 'good', 'object', 'blessed', 'said', 'condition', 'arising', 'fresh', 'sensedesire', 'increase', 'expansion', 'existing', 'sensedesire', 'plentiful', 'wrong', 'reflection', 'sensuously', 'auspicious', 'promising', 'object']"
1922,[]
1923,"['sensedesire', 'cast', 'right', 'reflection', 'sensuously', 'inauspicious', 'unpromising', 'object', 'object', 'itself', 'jhana', 'developed', 'object', 'meant', 'term', 'sensuously', 'inauspicious', 'object']"
1924,[]
1925,"['right', 'reflection', 'expedient', 'reflection', 'reflection', 'going', 'right', 'track', 'reflection', 'considers', 'facts', 'impermanence', 'suffering', 'soullessness', 'impurity', 'according', 'reality']"
1926,[]
1927,"['right', 'reflection', 'sensuously', 'inauspicious', 'unpromising', 'object', 'sensedesire', 'knocked', 'blessed', 'said', 'condition', 'keeping', 'new', 'sensedesire', 'casting', 'old', 'sensedesire', 'abundant', 'right', 'reflection', 'sensuously', 'inauspicious', 'unpromising', 'object']"
1928,[]
1929,"['things', 'lead', 'casting', 'sensedesire', 'taking', 'sensuously', 'inauspicious', 'subject', 'meditation', 'application', 'development', 'jhana', 'sensuously', 'inauspicious', 'subject', 'meditation', 'guarded', 'state', 'controlling', 'faculties', 'sense', 'moderation', 'food', 'sympathy', 'support', 'good', 'men', 'endeavor', 'stimulating', 'talk', 'helps', 'accomplishment', 'object', 'view']"
1930,[]
1931,"['explaining', 'said', 'taking', 'refers', 'taking', 'tenfold', 'object', 'sensuously', 'inauspicious', 'impure', 'bad', 'man', 'takes', 'cast', 'sensedesire', 'sensedesire', 'cast', 'develops', 'jhana', 'sensuously', 'inauspicious', 'object', 'meditation', 'guards', 'controlling', 'faculties', 'sense', 'closing', 'sense', 'doors', 'knows', 'measure', 'food', 'sustenance', 'said']"
1932,[]
1933,"['comfort', 'almsman']"
1934,"['aside', 'thoughts', 'body', 'life']"
1935,"['thoughts', 'yoked', 'cravings', 'wane']"
1936,"['stop', 'eating', 'eat']"
1937,"['lumps', 'bellyroom']"
1938,"['drinks', 'water', 'end', 'begged', 'repast']"
1939,[]
1940,"['cast', 'keeps', 'company', 'men', 'like', 'elder', 'tissa', 'worker', 'sensuously', 'inauspicious', 'subject', 'meditation', 'sympathetic', 'endeavor', 'accomplishing', 'casting', 'sensedesire', 'talk', 'connected', 'tenfold', 'sensuously', 'inauspicious', 'object', 'said', 'commentator', 'things', 'conducive', 'casting', 'sensedesire']"
1941,[]
1942,"['sensedesire', 'cast', 'things', 'incapable', 'arising', 'future', 'attainment', 'path', 'arahantship']"
1943,[]
1944,"['hindrances', 'cast', 'course', 'proper', 'training', 'casting', 'hindrances', 'induced', 'jhana', 'means', 'attaining', 'quietude', 'bodycontemplation', 'surely', 'taught', 'quietude', 'preceding']"
1945,[]
1946,"['given', 'higher', 'instruction', 'regard', 'divisions', 'beginning', 'understood', 'aggregations', 'sensebase', 'ought', 'understood', 'factors', 'enlightenment', 'developed', 'development', 'quietude', 'desired', 'far', 'sake', 'insight']"
1947,[]
1948,"['said', 'instruction', 'arousing', 'mindfulness', 'insight', 'chief', 'thing', 'abounds', 'insight']"
1949,[]
1950,"['state', 'yoking', 'good', 'bad', 'moral', 'qualities', 'similar', 'yoking', 'bulls', 'cart', 'good', 'bad', 'exist', 'absence', 'sensuality', 'time', 'seeing', 'ones', 'mind', 'knowledge', 'said', 'way', 'occurrence', 'moment', 'seeing', 'wisely', 'occurrence', 'sensedesire', 'sensedesire', 'good', 'bad', 'states', 'mind', 'exist']"
1951,[]
1952,"['existing', 'means', 'ones', 'mental', 'flux']"
1953,[]
1954,"['sensuously', 'inauspicious', 'unpromising', 'objects', 'inanimate', 'things', 'corpse', 'swollen', 'blue', 'festering', 'fissured', 'mangled', 'dismembered', 'cut', 'dismembered', 'blood', 'wormy', 'skeleton', 'details', 'path', 'purity', 'exposition', 'subject', 'meditation', 'foul']"
1955,[]
1956,"['perception', 'hair', 'head', 'forth', 'called', 'girimananda', 'sutta', 'perception', 'sensuously', 'inauspicious', 'impure', 'taken', 'sensuously', 'inauspicious', 'animate', 'thing']"
1957,[]
1958,"['jhana', 'sensuously', 'inauspicious', 'object', 'occurs', 'inanimate', 'animate', 'sensuously', 'inauspicious', 'thing', 'indication', 'kinds', 'wrong', 'reflection', 'kinds', 'right', 'reflection', 'regard', 'sensuously', 'inauspicious', 'object', 'purpose', 'pointing', 'fully', 'subject']"
1959,[]
1960,"['kinds', 'consideration', 'impure', 'pure', 'impermanent', 'permanent', 'suffering', 'pleasure', 'nonsoul', 'soul', 'kinds', 'wrong', 'reflection', 'kinds', 'consideration', 'impure', 'impure', 'forth', 'kinds', 'right', 'reflection']"
1961,[]
1962,"['taking', 'practice', 'considering', 'repulsiveness', 'kinds', 'sensuously', 'inauspicious', 'practice', 'contemplation', 'sensuously', 'inauspicious', 'object', 'taking', 'upholding']"
1963,[]
1964,"['application', 'development', 'thought', 'bent', 'sensuously', 'inauspicious', 'object', 'brings', 'partial', 'concentration', 'application', 'development', 'jhana', 'sensuously', 'inauspicious', 'subject', 'meditation']"
1965,[]
1966,"['certain', 'teachers', 'say', 'opportunity', 'sensedesire', 'knows', 'proper', 'measure', 'food', 'taken', 'absence', 'trouble', 'owing', 'knowledge', 'sloth', 'torpor', 'sensedesire', 'cast', 'person', 'just', 'reason', 'given', 'expository', 'portion', 'person', 'practices', 'moderation', 'food', 'brings', 'perception', 'impurity', 'bound', 'food', 'instance', 'alteration', 'food', 'way', 'bodily', 'excretions', 'dwells', 'similar', 'thoughts', 'idea', 'corporeal', 'subjection', 'food', 'person', 'casts', 'sensedesire']"
1967,[]
1968,"['elder', 'tissa', 'referred', 'commentary', 'elder', 'maha', 'tissa', 'anuradhapura', 'saw', 'teeth', 'woman', 'doing', 'right', 'reflection', 'bony', 'nature', 'cast', 'sensedesire', 'jhana']"
1969,[]
1970,"['according', 'abhidhamma', 'method', 'instruction', 'world', 'hindrance', 'sensedesire', 'commentator', 'said', 'attainment', 'path', 'arahantship', 'abhidhamma', 'pariyayena', 'sabbo', 'loko', 'kamacchandanivarananti', 'aha', 'arahattamaggenati']"
1971,['anger']
1972,[]
1973,"['wrong', 'reflection', 'object', 'resentment', 'produces', 'anger', 'connection', 'anger', 'itself', 'object', 'causes', 'anger', 'called', 'resentmentobject', 'sign', 'resentment', 'wrong', 'reflection', 'just', 'character', 'occurs', 'resentmentobject', 'resentmentsign', 'anger', 'arises', 'blessed', 'said', 'intense', 'wrong', 'reflection', 'object', 'resentment', 'cause', 'fresh', 'anger', 'increase', 'expansion', 'anger', 'existing']"
1974,[]
1975,"['right', 'reflection', 'liberating', 'thought', 'love', 'thought', 'love', 'frees', 'heart', 'anger', 'gets', 'cast', 'term', 'love', 'applicable', 'partial', 'concentration', 'upacara', 'samadhi', 'concentration', 'appana', 'samadhi', 'heartliberating', 'love', 'concentration', 'right', 'reflection', 'character', 'occurs', 'strong', 'thought', 'love', 'anger', 'removed', 'heart', 'master', 'said', 'bhikkhus', 'liberation', 'mind', 'love', 'intense', 'right', 'reflection', 'love', 'condition', 'keeping', 'new', 'anger', 'throwing', 'anger', 'heart']"
1976,[]
1977,"['said', 'things', 'help', 'cast', 'anger', 'taking', 'practice', 'love', 'subject', 'meditation', 'applying', 'oneself', 'development', 'jhana', 'thought', 'love', 'reflection', 'ones', 'action', 'ones', 'property', 'abundance', 'wise', 'consideration', 'sympathetic', 'helpful', 'companionship', 'good', 'stimulating', 'talk', 'assists', 'development', 'thought', 'love', 'overthrow', 'anger']"
1978,[]
1979,"['explanation', 'commentator', 'said', 'anger', 'takes', 'love', 'subject', 'meditation', 'way', 'spreading', 'particularly', 'separately', 'takes', 'love', 'subject', 'meditation', 'way', 'spreading', 'generally', 'particularization', 'directional', 'restriction', 'space', 'anger']"
1980,[]
1981,"['anger', 'vanishes', 'development', 'jhana', 'spreading', 'love', 'restrictedly', 'differentiation', 'seven', 'twentyeight', 'ways', 'spreading', 'unrestrictedly', 'differentiation', 'ways', 'spreading', 'directionally', 'points', 'space']"
1982,[]
1983,"['anger', 'vanishes', 'reflects', 'angry', 'able', 'destroy', 'things', 'like', 'virtue', 'born', 'just', 'actions', 'actions', 'reborn', 'getting', 'angry', 'comparable', 'state', 'wishes', 'strike', 'glowing', 'coals', 'redhot', 'crowbar', 'excreta', 'damaging', 'things', 'taking', 'bare', 'hands', 'angry', 'destroy', 'virtue', 'similar', 'thing', 'born', 'result', 'actions', 'reborn', 'just', 'according', 'actions', 'like', 'present', 'accepted', 'anger', 'like', 'handful', 'dust', 'thrown', 'wind', 'anger', 'alights', 'head', 'way', 'reflects', 'ones', 'action', 'ones', 'property', 'persons', 'action', 'persons', 'puts', 'anger']"
1984,[]
1985,"['remaining', 'abundance', 'wise', 'consideration', 'reflecting', 'action', 'ones', 'anothers', 'property', 'anger', 'vanishes', 'vanishes', 'company', 'sympathetic', 'friend', 'delights', 'developing', 'jhana', 'thought', 'love', 'like', 'elder', 'assagutta', 'stimulating', 'talk', 'thought', 'love', 'postures', 'said', 'things', 'conducive', 'casting', 'anger', 'anger', 'cast', 'things', 'finally', 'destroyed', 'attainment', 'state', 'anagami', 'neverreturner']"
1986,[]
1987,"['thought', 'love', 'metta', 'sublime', 'state', 'mind', 'brahmavihara', 'ones', 'state', 'freedom', 'hatred', 'detailed', 'description', 'way', 'developing', 'love', 'subject', 'meditation', 'given', 'path', 'purity']"
1988,[]
1989,"['following', 'summary', 'hints', 'gathered', 'different', 'comments', 'path', 'purity', 'helpful', 'beginner']"
1990,[]
1991,"['lovethought', 'meditation', 'different', 'worldly', 'attachment', 'based', 'wishing', 'beings', 'idea', 'possession', 'loved', 'object', 'foreign', 'state', 'mind', 'encourages', 'exclusiveness', 'aim', 'meditation', 'finally', 'include', 'ambit', 'ones', 'goodwill', 'beings', 'equally', 'distinction', 'liberation', 'mind', 'love', 'refers', 'concentration', 'reaching', 'concentration', 'effective', 'freedom', 'anger', 'beginner', 'works', 'subject', 'meditation', 'practice', 'thought', 'love']"
1992,[]
1993,"['sensuously', 'promising', 'object', 'opposite', 'sex', 'attachment', 'arise', 'yogis', 'mind']"
1994,[]
1995,"['dead', 'person', 'practice', 'futile']"
1996,[]
1997,"['enemy', 'anger', 'arise']"
1998,[]
1999,"['indifferent', 'person', 'practice', 'prove', 'wearisome']"
2000,[]
2001,"['dear', 'arousing', 'friendly', 'thoughts', 'attachment', 'tiring', 'mental', 'agitation', 'occur', 'slight', 'trouble', 'overtake']"
2002,[]
2003,"['taking', 'practice', 'love', 'subject', 'meditation', 'generating', 'bringing', 'characteristic', 'sign', 'mark', 'love', 'thought', 'meditation', 'lovingkindness', 'gathers', 'beings', 'goodwill']"
2004,[]
2005,"['reflection', 'thought', 'love', 'itself', 'sign', 'love', 'thought', 'meditation', 'reflection', 'arisen', 'reason', 'later', 'reflection']"
2006,[]
2007,"['spreading', 'particularly', 'consecutively', 'following', 'order', 'oneself', 'friend', 'indifferent', 'person', 'enemy', 'spreading', 'generally', 'breaking', 'barriers', 'limits', 'reservations', 'separate', 'oneself', 'extending', 'kind', 'friendly', 'thought', 'directionally', 'extending', 'thought', 'love', 'point', 'compass', 'instance', 'east', 'kinds', 'spreading', 'thought', 'love', 'refer', 'stage', 'meditation', 'taking', 'practice', 'thought', 'love', 'covers', 'training', 'beginning', 'attainment', 'partial', 'concentration', 'upacara', 'samadhi', 'regard', 'state', 'meditation', 'following', 'stated', 'spreading', 'thought', 'love', 'particularizing', 'direction', 'way', 'monastery', 'street', 'village', 'forth', 'way', 'spreading', 'thought', 'love', 'direction', 'space', 'generally', 'way', 'eastern', 'direction', 'forth', 'specifying', 'monastery', 'forth', 'way', 'practice']"
2008,[]
2009,"['development', 'jhana', 'thought', 'love', 'practice', 'thought', 'love', 'partial', 'concentration', 'development', 'ways', 'spreading', 'love', 'thought', 'universally', 'wishing', 'living', 'beings', 'satta', 'breathing', 'things', 'pana', 'beings', 'born', 'bhuta', 'persons', 'puggala', 'reached', 'state', 'individuality', 'attabhavapariyapanna', 'hatred', 'disease', 'grief', 'happy', 'taking', 'care', 'avera', 'abyapajjha', 'anigha', 'hontu', 'suhki', 'attanam', 'pariharantu', 'spreading', 'thought', 'love', 'way', 'restricted', 'group', 'beings', 'wishing', 'females', 'males', 'purified', 'ones', 'nonpurified', 'ones', 'divine', 'beings', 'humans', 'beings', 'fallen', 'states', 'woe', 'hatred', 'disease', 'grief', 'happy', 'taking', 'care', 'spreading', 'thought', 'love', 'directionally', 'space', 'restricting', 'thought', 'love', 'directions', 'space', 'cardinal', 'points', 'intermediate', 'points', 'zenith', 'nadir', 'wishing', 'beings', 'directions', 'taken', 'according', 'divisions', 'groups', 'given', 'hatred', 'forth', 'according', 'formula', 'mentioned']"
2010,"['sloth', 'torpor']"
2011,[]
2012,"['wrong', 'reflection', 'state', 'boredom', 'like', 'sloth', 'torpor', 'come', 'boredom', 'just', 'dissatisfaction', 'lassitude', 'bodily', 'laziness', 'languidity', 'body', 'bending', 'body', 'torpidly', 'getting', 'similar', 'actions', 'lethargy', 'meal', 'dizziness', 'slight', 'faint', 'eating', 'principal', 'meal', 'called', 'discomfort', 'follows', 'meal', 'minds', 'sluggishness', 'dullness', 'mind', 'abundance', 'wrong', 'reflection', 'boredom', 'similar', 'states', 'mind', 'produces', 'sloth', 'torpor', 'blessed', 'said', 'wrong', 'reflection', 'boredom', 'lassitude', 'languidity', 'body', 'lethargy', 'meal', 'minds', 'sluggishness', 'condition', 'production', 'fresh', 'sloth', 'torpor', 'increase', 'expansion', 'sloth', 'torpor', 'come']"
2013,[]
2014,"['right', 'reflection', 'inceptive', 'energy', 'similar', 'states', 'mind', 'brought', 'overthrow', 'sloth', 'torpor', 'inceptive', 'energy', 'effort', 'set', 'afoot', 'exertion', 'powerful', 'inceptive', 'energy', 'leaves', 'indolence', 'assailing', 'destructive', 'condition', 'progressive', 'endeavor', 'powerful', 'exertion', 'exercise', 'right', 'reflection', 'intensely', 'threefold', 'strenuousness', 'sloth', 'torpor', 'cast', 'blessed', 'said', 'condition', 'keeping', 'new', 'sloth', 'torpor', 'casting', 'sloth', 'torpor', 'old', 'abundant', 'right', 'reflection', 'element', 'inceptive', 'energy', 'exertion', 'progressive', 'endeavor']"
2015,[]
2016,"['things', 'lead', 'casting', 'sloth', 'torpor', 'seeing', 'reason', 'sloth', 'torpor', 'fact', 'eating', 'gluttony', 'changing', 'postures', 'completely', 'reflection', 'perception', 'light', 'staying', 'open', 'sympathetic', 'helpful', 'companionship', 'good', 'stimulating', 'talk', 'assists', 'dispelling', 'sloth', 'torpor']"
2017,[]
2018,"['following', 'explanation', 'things', 'bhikkhu', 'eaten', 'gluttonously', 'assailed', 'sloth', 'torpor', 'doing', 'recluse', 'duty', 'meditation', 'day', 'night', 'quarters', 'mighty', 'elephant', 'pressing', 'practices', 'moderation', 'food', 'troubled', 'hindrances', 'sees', 'characteristic', 'sloth', 'torpor', 'gluttony', 'casting', 'sloth', 'torpor']"
2019,[]
2020,"['sloth', 'torpor', 'disappear', 'changes', 'posture', 'induces', 'sloth', 'torpor', 'reflects', 'brightness', 'light', 'moon', 'lamp', 'torch', 'night', 'light', 'brightness', 'sun', 'day', 'lives', 'open', 'associates', 'sympathetic', 'helpful', 'companions', 'like', 'elder', 'maha', 'kassapa', 'dispelled', 'sloth', 'torpor', 'stimulating', 'talk', 'connected', 'strict', 'recluseregimen']"
2021,[]
2022,"['said', 'things', 'lead', 'casting', 'sloth', 'torpor', 'yogi', 'understands', 'sloth', 'torpor', 'cast', 'things', 'stopped', 'arising', 'forever', 'future', 'attainment', 'path', 'arahantship']"
2023,[]
2024,"['bhikkhu', 'eaten', 'gluttonously', 'manner', 'wellknown', 'types', 'brahmanical', 'gormandizers', 'mentioned', 'ancient', 'indian', 'books', 'kinds', 'greedy', 'eaters', 'eats', 'raised', 'hand', 'seat', 'lies', 'rolling', 'just', 'eaten', 'eats', 'long', 'likes', 'eats', 'slips', 'waist', 'cloth', 'fills', 'himself', 'food', 'way', 'crow', 'peck', 'food', 'having', 'filled', 'belly', 'vomitted', 'eats', 'food', 'eats', 'vomits']"
2025,[]
2026,"['light', 'brightness', 'sun', 'day', 'meaning', 'understood', 'sloth', 'torpor', 'vanish', 'night', 'reflecting', 'image', 'perception', 'brightness', 'sun', 'day']"
2027,[]
2028,"['helpful', 'state', 'ways', 'dealing', 'torpor', 'taught', 'master', 'elder', 'maha', 'moggallana', 'neglect', 'mind', 'thought', 'says', 'drowsiness', 'descending', 'reflect', 'dhamma', 'repeat', 'recite', 'dhamma', 'pull', 'earlobes', 'rub', 'massage', 'limbs', 'hands', 'getting', 'sitting', 'position', 'apply', 'water', 'rub', 'eyes', 'look', 'distance', 'constellations', 'starry', 'sky', 'reflect', 'thought', 'light', 'fix', 'thought', 'ambulatory', 'aware', 'ends', 'controlling', 'faculties', 'sense', 'turned', 'inwards', 'mind', 'kept', 'sleep', 'conscious', 'time', 'waking', 'awaking', 'quickly', 'thinking', 'oneself', 'comforts', 'lying', 'reclining', 'languor', 'seven', 'ways', 'fail']"
2029,"['agitation', 'worry']"
2030,[]
2031,"['wrong', 'reflection', 'mental', 'agitation', 'brings', 'flurry', 'worry', 'mental', 'agitation', 'inner', 'turbulence', 'actually', 'flurry', 'worry', 'intense', 'wrong', 'reflection', 'mental', 'agitation', 'produces', 'flurry', 'worry', 'blessed', 'said', 'wrong', 'reflection', 'mental', 'agitation', 'plentifully', 'produces', 'fresh', 'flurry', 'worry', 'increases', 'expands', 'flurry', 'worry', 'existence']"
2032,[]
2033,"['casting', 'agitation', 'worry', 'occurs', 'right', 'reflection', 'mental', 'tranquillity', 'called', 'concentration', 'abundance', 'right', 'reflection', 'mental', 'tranquillity', 'says', 'blessed', 'condition', 'keeping', 'fresh', 'mental', 'agitation', 'worry', 'dispelling', 'agitation', 'worry', 'mind']"
2034,[]
2035,"['things', 'conducive', 'casting', 'agitation', 'worry', 'knowledge', 'questioning', 'understanding', 'disciplinary', 'rules', 'association', 'experienced', 'older', 'oneself', 'practice', 'things', 'like', 'virtue', 'sympathetic', 'helpful', 'companionship', 'stimulating', 'talk', 'helps', 'rejection', 'mental', 'agitation', 'worry']"
2036,[]
2037,"['explanation', 'said', 'follows', 'agitation', 'worry', 'disappear', 'learns', 'spirit', 'letter', 'collections', 'scripture', 'gets', 'agitation', 'worry', 'knowledge', 'questioning', 'means', 'inquiring', 'befitting', 'according', 'practice', 'sangha', 'agitation', 'worry', 'disappear', 'twin', 'evils', 'disappear', 'mastery', 'discipline', 'practical', 'application', 'conversance', 'nature', 'rule', 'sangha', 'understanding', 'disciplinary', 'rules', 'association', 'experienced', 'forth', 'going', 'presence', 'conversing', 'virtuous', 'elders', 'sangha', 'visits', 'mental', 'agitation', 'worry', 'disappear', 'sympathetic', 'helpful', 'companionship', 'association', 'experts', 'disciplinary', 'rules', 'like', 'elder', 'upali', 'great', 'masters', 'discipline', 'sangha', 'company', 'mental', 'agitation', 'worry', 'disappear', 'stimulating', 'talk', 'connection', 'refers', 'particularly', 'matters', 'disciplinary', 'practice', 'comes', 'know', 'befitting', 'agitation', 'worry', 'vanish', 'said', 'things', 'lead', 'rejection', 'agitation', 'worry', 'agitation', 'cast', 'things', 'finally', 'ceases', 'arise', 'future', 'attainment', 'path', 'arahantship', 'worry', 'cast', 'things', 'finally', 'ceases', 'arise', 'future', 'attainment', 'path', 'nonreturner']"
2038,[]
2039,"['state', 'actually', 'individually', 'mental', 'agitation', 'worry', 'different', 'things', 'worry', 'form', 'repentance', 'remorse', 'ill', 'good', 'undone', 'similar', 'agitation', 'characterized', 'distraction', 'disquiet', 'mind', 'mental', 'agitation', 'called', 'flurry', 'worry']"
2040,[]
2041,"['mental', 'agitation', 'overtake', 'intelligent', 'wellread', 'man', 'probes', 'things', 'way', 'written', 'books', 'way', 'significance', 'import', 'things', 'said', 'way', 'knowledge', 'merely', 'disciplinary', 'rules', 'way', 'knowledge', 'ninefold', 'buddhaword', 'beginning', 'discourses', 'according', 'principles', 'method', 'stated', 'application', 'proper', 'remedies', 'mentioned', 'way', 'questioning', 'forth', 'remorse', 'regret', 'ill', 'good', 'undone', 'place']"
2042,[]
